geocode;UF;name_muni;hierarquia
2919603;BA;Macajuba;Centro Local
4111308;PR;Ita�na do Sul;Centro Local
2108405;MA;Peri Mirim;Centro Local
4314456;RS;Pinhal;Centro Local
4312377;RS;Monte Alegre dos Campos;Centro Local
2201101;PI;Avelino Lopes;Centro Local
2508000;PB;Juru;Centro Local
5106455;MT;Planalto da Serra;Centro Local
2402105;RN;Campo Redondo;Centro Local
3119005;MG;Cordisl�ndia;Centro Local
5103957;MT;Gl�ria D'Oeste;Centro Local
2916708;BA;Itaquara;Centro Local
5100102;MT;Acorizal;Centro Local
3148202;MG;Patroc�nio do Muria�;Centro Local
4204194;SC;Chapad�o do Lageado;Centro Local
4202438;SC;Bocaina do Sul;Centro Local
2103158;MA;Centro do Guilherme;Centro Local
2702504;AL;Dois Riachos;Centro Local
2923035;BA;Novo Horizonte;Centro Local
2507804;PB;Junco do Serid�;Centro Local
2307908;CE;Martin�pole;Centro Local
2701902;AL;Ch� Preta;Centro Local
4123105;PR;Santa Am�lia;Centro Local
2922730;BA;Nova F�tima;Centro Local
3148509;MG;Pav�o;Centro Local
3160801;MG;S�o Bento Abade;Centro Local
3166006;MG;Senhora de Oliveira;Centro Local
3160108;MG;Santo Ant�nio do Grama;Centro Local
2304905;CE;Groa�ras;Centro Local
2706109;AL;Ouro Branco;Centro Local
1720499;TO;S�o Val�rio;Centro Local
3545100;SP;Salmour�o;Centro Local
1600212;AP;Cutias;Centro Local
1507961;PA;Terra Alta;Centro Local
3164506;MG;S�o Sebasti�o do Maranh�o;Centro Local
2517001;PB;Umbuzeiro;Centro Local
3162450;MG;S�o Jo�o das Miss�es;Centro Local
3513306;SP;Cruz�lia;Centro Local
5107578;MT;Rondol�ndia;Centro Local
4317558;RS;Santo Ant�nio do Palma;Centro Local
3527702;SP;Luizi�nia;Centro Local
2104305;MA;Godofredo Viana;Centro Local
3121803;MG;Dion�sio;Centro Local
2615904;PE;Tuparetama;Centro Local
4322152;RS;Tunas;Centro Local
3105707;MG;Barra Longa;Centro Local
2203404;PI;Dom Expedito Lopes;Centro Local
2105948;MA;Lago dos Rodrigues;Centro Local
1100908;RO;Castanheiras;Centro Local
2509800;PB;Mulungu;Centro Local
3505005;SP;Bar�o de Antonina;Centro Local
4320578;RS;Sete de Setembro;Centro Local
2904506;BA;Brotas de Maca�bas;Centro Local
3104809;MG;Augusto de Lima;Centro Local
2105963;MA;Lagoa Grande do Maranh�o;Centro Local
2204808;PI;Ipiranga do Piau�;Centro Local
2200707;PI;An�sio de Abreu;Centro Local
4313086;RS;Nova P�dua;Centro Local
4311122;RS;Jaquirana;Centro Local
2404101;RN;Galinhos;Centro Local
5210604;GO;Itaguaru;Centro Local
3528304;SP;Magda;Centro Local
4119657;PR;Pitangueiras;Centro Local
3111903;MG;Cana Verde;Centro Local
4305587;RS;Colinas;Centro Local
2901957;BA;Apuarema;Centro Local
4305132;RS;Cerro Branco;Centro Local
4115507;PR;Marumbi;Centro Local
5206305;GO;Cristian�polis;Centro Local
3136603;MG;Nova Uni�o;Centro Local
1718840;TO;Sandol�ndia;Centro Local
2704609;AL;Maravilha;Centro Local
3150406;MG;Piedade dos Gerais;Centro Local
2902302;BA;Aratu�pe;Centro Local
2403707;RN;Felipe Guerra;Centro Local
2512804;PB;Riacho dos Cavalos;Centro Local
4307450;RS;Esperan�a do Sul;Centro Local
2514909;PB;S�o Mamede;Centro Local
2921054;BA;Matina;Centro Local
2104073;MA;Feira Nova do Maranh�o;Centro Local
4215356;SC;Saltinho;Centro Local
2105989;MA;Lajeado Novo;Centro Local
2204659;PI;Ilha Grande;Centro Local
2105807;MA;Lago do Junco;Centro Local
3530904;SP;Mombuca;Centro Local
1702158;TO;Araguan�;Centro Local
4128633;PR;Doutor Ulysses;Centro Local
1713809;TO;Palmeiras do Tocantins;Centro Local
2923506;BA;Palmeiras;Centro Local
2105922;MA;Lagoa do Mato;Centro Local
2508208;PB;Lagoa de Dentro;Centro Local
4306700;RS;Dona Francisca;Centro Local
3126752;MG;Francisc�polis;Centro Local
2924702;BA;Pirip�;Centro Local
2403509;RN;Esp�rito Santo;Centro Local
2906899;BA;Cara�bas;Centro Local
2412807;RN;S�o Rafael;Centro Local
3135902;MG;Jesu�nia;Centro Local
3532306;SP;Natividade da Serra;Centro Local
3109808;MG;Cachoeira Dourada;Centro Local
2904803;BA;Caatiba;Centro Local
3201803;ES;Divino de S�o Louren�o;Centro Local
1300060;AM;Amatur�;Centro Local
4321493;RS;Toropi;Centro Local
4214151;SC;Princesa;Centro Local
4218954;SC;Urupema;Centro Local
4300554;RS;Alto Alegre;Centro Local
2701506;AL;Campo Grande;Centro Local
2505808;PB;Arranjo Populacional de Duas Estradas - Serra da Raiz/PB;Centro Local
4215554;SC;Santa Helena;Centro Local
4125902;PR;S�o Pedro do Paran�;Centro Local
1720978;TO;Talism�;Centro Local
3105301;MG;Bandeira do Sul;Centro Local
2700904;AL;Belo Monte;Centro Local
1708304;TO;Goianorte;Centro Local
2706000;AL;Oliven�a;Centro Local
2304269;CE;Deputado Irapuan Pinheiro;Centro Local
4124301;PR;Santo Ant�nio do Para�so;Centro Local
2111722;MA;Satubinha;Centro Local
2928950;BA;S�o Domingos;Centro Local
2915403;BA;Itaju do Col�nia;Centro Local
3122454;MG;Divis�polis;Centro Local
2301257;CE;Ararend�;Centro Local
3141207;MG;Matutina;Centro Local
4302253;RS;Boa Vista do Sul;Centro Local
1504109;PA;Magalh�es Barata;Centro Local
2703502;AL;Jacu�pe;Centro Local
2404853;RN;Itaj�;Centro Local
1600253;AP;Itaubal;Centro Local
1505494;PA;Palestina do Par�;Centro Local
3169109;MG;Toledo;Centro Local
3100807;MG;Aguanil;Centro Local
4200051;SC;Abdon Batista;Centro Local
4322855;RS;Vespasiano Corr�a;Centro Local
3518909;SP;Guzol�ndia;Centro Local
1600055;AP;Serra do Navio;Centro Local
4319752;RS;S�o Vendelino;Centro Local
4308052;RS;Faxinalzinho;Centro Local
2111904;MA;Sucupira do Norte;Centro Local
2103901;MA;Duque Bacelar;Centro Local
2911501;BA;Gongogi;Centro Local
4323705;RS;Vista Ga�cha;Centro Local
5206503;GO;Crom�nia;Centro Local
2900108;BA;Aba�ra;Centro Local
2403400;RN;Equador;Centro Local
4314753;RS;Po�o das Antas;Centro Local
2708204;AL;S�o Br�s;Centro Local
2201606;PI;Beneditinos;Centro Local
2405108;RN;Janda�ra;Centro Local
4319364;RS;S�o Pedro das Miss�es;Centro Local
2310001;CE;Palhano;Centro Local
2705804;AL;Olho d'�gua do Casado;Centro Local
1701309;TO;Aragominas;Centro Local
1718303;TO;Praia Norte;Centro Local
2503803;PB;Caldas Brand�o;Centro Local
2901809;BA;Ant�nio Gon�alves;Centro Local
2803708;SE;Macambira;Centro Local
3163508;MG;S�o Jos� do Jacuri;Centro Local
3146701;MG;Palma;Centro Local
2204204;PI;Francisco Santos;Centro Local
3162575;MG;S�o Jo�o do Manteninha;Centro Local
3551207;SP;Sarutai�;Centro Local
3126505;MG;Francisco Badar�;Centro Local
1506401;PA;Santa Cruz do Arari;Centro Local
2407005;RN;Lu�s Gomes;Centro Local
3552007;SP;Silveiras;Centro Local
2515401;PB;S�o Vicente do Serid�;Centro Local
4103404;PR;Cafeara;Centro Local
4321626;RS;Travesseiro;Centro Local
3146255;MG;Padre Carvalho;Centro Local
2208650;PI;Queimada Nova;Centro Local
2407609;RN;Messias Targino;Centro Local
2806404;SE;Santana do S�o Francisco;Centro Local
3116506;MG;Claro dos Po��es;Centro Local
2200608;PI;Arranjo Populacional de Angical do Piau�/PI;Centro Local
4202081;SC;Bandeirante;Centro Local
5107750;MT;Salto do C�u;Centro Local
2615201;PE;Terra Nova;Centro Local
4310702;RS;Itatiba do Sul;Centro Local
2111748;MA;Senador Alexandre Costa;Centro Local
4110052;PR;Iguatu;Centro Local
2100402;MA;Altamira do Maranh�o;Centro Local
2102150;MA;Brejo de Areia;Centro Local
2616100;PE;Verdejante;Centro Local
2405306;RN;Janu�rio Cicco;Centro Local
2706604;AL;Paulo Jacinto;Centro Local
4312443;RS;Morrinhos do Sul;Centro Local
4106555;PR;Corumbata� do Sul;Centro Local
2903102;BA;Barra do Rocha;Centro Local
2104651;MA;Governador Newton Bello;Centro Local
4304697;RS;Capit�o;Centro Local
2901502;BA;Anguera;Centro Local
1705557;TO;Combinado;Centro Local
2111789;MA;Serrano do Maranh�o;Centro Local
2706422;AL;Pariconha;Centro Local
4120200;PR;Porto Rico;Centro Local
1600550;AP;Pracu�ba;Centro Local
2509503;PB;Montadas;Centro Local
5213772;GO;Montividiu do Norte;Centro Local
1705102;TO;Chapada da Natividade;Centro Local
3156106;MG;Rit�polis;Centro Local
2906105;BA;Can�polis;Centro Local
3547106;SP;Santa Mercedes;Centro Local
2514404;PB;S�o Jos� de Espinharas;Centro Local
2306207;CE;Itai�aba;Centro Local
1200435;AC;Santa Rosa do Purus;Centro Local
2804706;SE;Nossa Senhora de Lourdes;Centro Local
2107209;MA;Nina Rodrigues;Centro Local
3171071;MG;Veredinha;Centro Local
5106174;MT;Nova Nazar�;Centro Local
2805208;SE;Pinh�o;Centro Local
3167004;MG;Arranjo Populacional de Serranos - Seritinga/MG;Centro Local
3548401;SP;Sant�polis do Aguape�;Centro Local
3507456;SP;Borebi;Centro Local
2915908;BA;Itanagra;Centro Local
2107001;MA;Montes Altos;Centro Local
4117297;PR;Novo Itacolomi;Centro Local
4322376;RS;Unistalda;Centro Local
1716307;TO;Pau D'Arco;Centro Local
3120870;MG;Curral de Dentro;Centro Local
1707553;TO;F�tima;Centro Local
5208103;GO;Formoso;Centro Local
2802601;SE;Gracho Cardoso;Centro Local
5104500;MT;Indiava�;Centro Local
2921609;BA;Morpar�;Centro Local
2110237;MA;Santana do Maranh�o;Centro Local
3161403;MG;S�o Francisco do Gl�ria;Centro Local
2410900;RN;Riachuelo;Centro Local
5108352;MT;Vale de S�o Domingos;Centro Local
4205555;SC;Frei Rog�rio;Centro Local
2502706;PB;Borborema;Centro Local
1505601;PA;Peixe-Boi;Centro Local
2511608;PB;Pil�es;Centro Local
4210555;SC;Marema;Centro Local
2505402;PB;Desterro;Centro Local
5106273;MT;Novo Horizonte do Norte;Centro Local
2903300;BA;Barro Preto;Centro Local
5103809;MT;Figueir�polis D'Oeste;Centro Local
4318051;RS;S�o Domingos do Sul;Centro Local
5206602;GO;Cumari;Centro Local
2501575;PB;Barra de Santana;Centro Local
4322343;RS;Ubiretama;Centro Local
3159001;MG;Santana do Riacho;Centro Local
4201109;SC;Anit�polis;Centro Local
2206696;PI;Murici dos Portelas;Centro Local
3115003;MG;Cascalho Rico;Centro Local
2921450;BA;Mirante;Centro Local
2300507;CE;Alc�ntaras;Centro Local
2203230;PI;Currais;Centro Local
1718758;TO;Rio Sono;Centro Local
3150109;MG;Piau;Centro Local
3516507;SP;Gabriel Monteiro;Centro Local
3121308;MG;Descoberto;Centro Local
3543501;SP;Riversul;Centro Local
2925931;BA;Quixabeira;Centro Local
4319737;RS;S�o Val�rio do Sul;Centro Local
5210562;GO;Itaguari;Centro Local
2502003;PB;Bel�m do Brejo do Cruz;Centro Local
2407302;RN;Marcelino Vieira;Centro Local
3110103;MG;Caiana;Centro Local
1302108;AM;Japur�;Centro Local
2924900;BA;Planaltino;Centro Local
5214101;GO;Mutun�polis;Centro Local
1712702;TO;Mateiros;Centro Local
3150570;MG;Pint�polis;Centro Local
3129400;MG;Ibertioga;Centro Local
4219150;SC;Vargem;Centro Local
4122107;PR;Rio Bom;Centro Local
2918902;BA;Lajed�o;Centro Local
4118303;PR;Paranapoema;Centro Local
2616183;PE;Vertente do L�rio;Centro Local
2910305;BA;El�sio Medrado;Centro Local
4306759;RS;Doutor Ricardo;Centro Local
5215207;GO;Novo Brasil;Centro Local
2208700;PI;Reden��o do Gurgu�ia;Centro Local
3138658;MG;Lontra;Centro Local
3165578;MG;Senador Amaral;Centro Local
4128302;PR;Uniflor;Centro Local
4310413;RS;Inhacor�;Centro Local
2507408;PB;Jeric�;Centro Local
5208301;GO;Divin�polis de Goi�s;Centro Local
3125606;MG;Felisburgo;Centro Local
3120607;MG;Crucil�ndia;Centro Local
4215752;SC;S�o Bernardino;Centro Local
1101476;RO;Primavera de Rond�nia;Centro Local
3532108;SP;Murutinga do Sul;Centro Local
2413003;RN;S�o Vicente;Centro Local
3140555;MG;Mata Verde;Centro Local
3144672;MG;Nova Bel�m;Centro Local
2406601;RN;Lagoa Salgada;Centro Local
2612109;PE;Salgadinho;Centro Local
4316428;RS;Sagrada Fam�lia;Centro Local
3130655;MG;Indaiabira;Centro Local
5221908;GO;Varj�o;Centro Local
4120309;PR;Porto Vit�ria;Centro Local
4314555;RS;Pirap�;Centro Local
3132008;MG;Itacambira;Centro Local
4211892;SC;Painel;Centro Local
1712009;TO;Lajeado;Centro Local
2802205;SE;Feira Nova;Centro Local
2515005;PB;S�o Miguel de Taipu;Centro Local
4204152;SC;Celso Ramos;Centro Local
4318614;RS;S�o Jos� do Sul;Centro Local
2202059;PI;Cabeceiras do Piau�;Centro Local
3164100;MG;S�o Pedro do Sua�u�;Centro Local
3127388;MG;Goian�;Centro Local
2506251;PB;Gado Bravo;Centro Local
2109304;MA;Presidente Vargas;Centro Local
2401651;RN;Bod�;Centro Local
3135357;MG;Japonvar;Centro Local
4315057;RS;Porto Mau�;Centro Local
4321832;RS;Tr�s Forquilhas;Centro Local
3130556;MG;Imb� de Minas;Centro Local
3526308;SP;Lagoinha;Centro Local
3165503;MG;Sardo�;Centro Local
2914208;BA;Irajuba;Centro Local
2503902;PB;Camala�;Centro Local
2507606;PB;Juarez T�vora;Centro Local
3141504;MG;Mendes Pimentel;Centro Local
3127404;MG;Gon�alves;Centro Local
4218855;SC;Uni�o do Oeste;Centro Local
4318457;RS;S�o Jos� das Miss�es;Centro Local
4311643;RS;Linha Nova;Centro Local
2103109;MA;Cedral;Centro Local
3146404;MG;Paineiras;Centro Local
3111705;MG;Cana�;Centro Local
3149606;MG;Pequi;Centro Local
2900504;BA;�rico Cardoso;Centro Local
3544400;SP;Rubi�cea;Centro Local
2505006;PB;Cubati;Centro Local
2918605;BA;Jussiape;Centro Local
4108106;PR;Fl�rida;Centro Local
5221007;GO;Taquaral de Goi�s;Centro Local
2201408;PI;Barro Duro;Centro Local
4312351;RS;Montauri;Centro Local
1710706;TO;Itaguatins;Centro Local
2606705;PE;Ibirajuba;Centro Local
2701357;AL;Campestre;Centro Local
3117009;MG;Comercinho;Centro Local
2928307;BA;Santan�polis;Centro Local
3170479;MG;Uruana de Minas;Centro Local
5219605;GO;Santa Tereza de Goi�s;Centro Local
2206803;PI;Nossa Senhora dos Rem�dios;Centro Local
5212600;GO;Mairipotaba;Centro Local
2907558;BA;Caturama;Centro Local
2101970;MA;Boa Vista do Gurupi;Centro Local
2405009;RN;Ja�an�;Centro Local
4306072;RS;Cristal do Sul;Centro Local
2606309;PE;Granito;Centro Local
5202601;GO;Auril�ndia;Centro Local
4210050;SC;Macieira;Centro Local
2920304;BA;Malhada de Pedras;Centro Local
2210656;PI;Sigefredo Pacheco;Centro Local
5106851;MT;Porto Estrela;Centro Local
2105450;MA;Jatob�;Centro Local
3538303;SP;Piquerobi;Centro Local
4302378;RS;Bom Progresso;Centro Local
3142304;MG;Moeda;Centro Local
3169059;MG;Tocos do Moji;Centro Local
4322558;RS;Vanini;Centro Local
3114709;MG;Carvalh�polis;Centro Local
2205607;PI;Landri Sales;Centro Local
3530003;SP;Mira Estrela;Centro Local
3170578;MG;Vargem Alegre;Centro Local
4215901;SC;S�o Bonif�cio;Centro Local
2900900;BA;Almadina;Centro Local
3159407;MG;Santa Rita de Ibitipoca;Centro Local
2504504;PB;Condado;Centro Local
4322350;RS;Uni�o da Serra;Centro Local
1703073;TO;Barra do Ouro;Centro Local
2911659;BA;Guajeru;Centro Local
3126802;MG;Frei Gaspar;Centro Local
2504033;PB;Capim;Centro Local
2305100;CE;Guaramiranga;Centro Local
3515905;SP;Floreal;Centro Local
5209804;GO;Hidrolina;Centro Local
2405207;RN;Jandu�s;Centro Local
2514206;PB;S�o Jos� da Lagoa Tapada;Centro Local
4213153;SC;Planalto Alegre;Centro Local
3159308;MG;Santa Rita de Jacutinga;Centro Local
2927804;BA;Santa Cruz da Vit�ria;Centro Local
2504157;PB;Casserengue;Centro Local
4114351;PR;Manfrin�polis;Centro Local
2515906;PB;Serraria;Centro Local
5200902;GO;Amorin�polis;Centro Local
3123403;MG;Dores�polis;Centro Local
3133907;MG;Itaverava;Centro Local
3171154;MG;Vermelho Novo;Centro Local
2205557;PI;Lagoa Alegre;Centro Local
4109104;PR;Guaporema;Centro Local
2510006;PB;Nazarezinho;Centro Local
4110300;PR;Inaj�;Centro Local
2406304;RN;Lagoa de Pedras;Centro Local
4312179;RS;Mato Queimado;Centro Local
3555307;SP;Turmalina;Centro Local
2410207;RN;Portalegre;Centro Local
2412708;RN;S�o Pedro;Centro Local
1718451;TO;Pugmil;Centro Local
2906402;BA;Candeal;Centro Local
5210158;GO;Ipiranga de Goi�s;Centro Local
4323606;RS;Vista Alegre do Prata;Centro Local
2919009;BA;Lajedinho;Centro Local
4308250;RS;Floriano Peixoto;Centro Local
3120151;MG;Cris�lita;Centro Local
3103603;MG;Arantina;Centro Local
2210938;PI;Sussuapara;Centro Local
1711506;TO;Ja� do Tocantins;Centro Local
2508505;PB;Livramento;Centro Local
4309571;RS;Herveiras;Centro Local
3527504;SP;Lucian�polis;Centro Local
2313252;CE;Tarrafas;Centro Local
4214102;SC;Presidente Nereu;Centro Local
3164472;MG;S�o Sebasti�o do Anta;Centro Local
4209177;SC;Jupi�;Centro Local
4306924;RS;Engenho Velho;Centro Local
2607406;PE;Itacuruba;Centro Local
2515807;PB;Serra Redonda;Centro Local
2602506;PE;Brejinho;Centro Local
2203453;PI;Dom Inoc�ncio;Centro Local
1710904;TO;Itapiratins;Centro Local
3156502;MG;Rubelita;Centro Local
3122207;MG;Divinol�ndia de Minas;Centro Local
2909000;BA;Cordeiros;Centro Local
4313441;RS;Novo Tiradentes;Centro Local
2701803;AL;Carneiros;Centro Local
2923308;BA;Ouri�angas;Centro Local
2705408;AL;Monteir�polis;Centro Local
2509156;PB;Mariz�polis;Centro Local
3122504;MG;Dom Cavati;Centro Local
2505238;PB;Cuit� de Mamanguape;Centro Local
3130804;MG;Inga�;Centro Local
2903953;BA;Bom Jesus da Serra;Centro Local
2200459;PI;Alvorada do Gurgu�ia;Centro Local
2104081;MA;Fernando Falc�o;Centro Local
2505204;PB;Cuitegi;Centro Local
3106101;MG;Belmiro Braga;Centro Local
4314787;RS;Ponte Preta;Centro Local
2207207;PI;Padre Marcos;Centro Local
3527801;SP;Lup�rcio;Centro Local
3163409;MG;S�o Jos� do Goiabal;Centro Local
4107124;PR;Diamante do Sul;Centro Local
4319711;RS;S�o Valentim do Sul;Centro Local
2801603;SE;Cedro de S�o Jo�o;Centro Local
4311239;RS;Lagoa Bonita do Sul;Centro Local
5201603;GO;Ara�u;Centro Local
4305157;RS;Cerro Grande;Centro Local
2615102;PE;Terezinha;Centro Local
4314548;RS;Pinto Bandeira;Centro Local
4315172;RS;Prot�sio Alves;Centro Local
4205431;SC;Formosa do Sul;Centro Local
3135076;MG;Jampruca;Centro Local
4313466;RS;Novo Xingu;Centro Local
3129905;MG;Ibiti�ra de Minas;Centro Local
2300804;CE;Antonina do Norte;Centro Local
2102408;MA;Cajapi�;Centro Local
2409704;RN;Pedro Avelino;Centro Local
2803104;SE;Itabi;Centro Local
2202752;PI;Col�nia do Gurgu�ia;Centro Local
4320651;RS;Silveira Martins;Centro Local
2412104;RN;S�o Jo�o do Sabugi;Centro Local
2504355;PB;Caturit�;Centro Local
2304277;CE;Erer�;Centro Local
4205175;SC;Entre Rios;Centro Local
2923050;BA;Novo Triunfo;Centro Local
2501203;PB;Areial;Centro Local
2918555;BA;Jussari;Centro Local
5200829;GO;Amaralina;Centro Local
2409332;RN;Santa Maria;Centro Local
3525805;SP;J�lio Mesquita;Centro Local
3159704;MG;Santa Rosa da Serra;Centro Local
2803807;SE;Malhada dos Bois;Centro Local
3121001;MG;Datas;Centro Local
3156452;MG;Ros�rio da Limeira;Centro Local
3143450;MG;Montezuma;Centro Local
3164431;MG;S�o Sebasti�o da Vargem Alegre;Centro Local
3122470;MG;Dom Bosco;Centro Local
3107208;MG;Bocaina de Minas;Centro Local
3136553;MG;Jos� Raydan;Centro Local
2111573;MA;S�o Pedro dos Crentes;Centro Local
3160454;MG;Santo Ant�nio do Retiro;Centro Local
3169505;MG;Tumiritinga;Centro Local
2513604;PB;Santana dos Garrotes;Centro Local
2301505;CE;Arneiroz;Centro Local
2502607;PB;Igaracy;Centro Local
1705607;TO;Concei��o do Tocantins;Centro Local
2403202;RN;Doutor Severiano;Centro Local
1718402;TO;Presidente Kennedy;Centro Local
2202133;PI;Campo Grande do Piau�;Centro Local
5218391;GO;Professor Jamil;Centro Local
2106359;MA;Maraj� do Sena;Centro Local
3157302;MG;Santa B�rbara do Tug�rio;Centro Local
3529658;SP;Mes�polis;Centro Local
4301925;RS;Barra do Rio Azul;Centro Local
3114808;MG;Carvalhos;Centro Local
2513208;PB;Santa Cruz;Centro Local
4125555;PR;S�o Manoel do Paran�;Centro Local
2207405;PI;Palmeira do Piau�;Centro Local
3167905;MG;Tabuleiro;Centro Local
4310579;RS;Itapuca;Centro Local
5207105;GO;Diorama;Centro Local
3138682;MG;Luisl�ndia;Centro Local
2202778;PI;Col�nia do Piau�;Centro Local
3123858;MG;Entre Folhas;Centro Local
4215059;SC;Rio Rufino;Centro Local
1715002;TO;Nova Rosal�ndia;Centro Local
5204656;GO;Campina�u;Centro Local
3127206;MG;Funil�ndia;Centro Local
2311231;CE;Potiretama;Centro Local
3136959;MG;Juven�lia;Centro Local
2900603;BA;Aiquara;Centro Local
4310751;RS;Ivor�;Centro Local
4210852;SC;Mirim Doce;Centro Local
2101939;MA;Bernardo do Mearim;Centro Local
4202156;SC;Belmonte;Centro Local
3501400;SP;�lvaro de Carvalho;Centro Local
2206506;PI;Monsenhor Hip�lito;Centro Local
2204907;PI;Isa�as Coelho;Centro Local
3123502;MG;Douradoquara;Centro Local
3167707;MG;Sobr�lia;Centro Local
4311429;RS;Lajeado do Bugre;Centro Local
2505600;PB;Diamante;Centro Local
1718899;TO;Santa Rita do Tocantins;Centro Local
4306551;RS;Dom Pedro de Alc�ntara;Centro Local
3507159;SP;Bom Sucesso de Itarar�;Centro Local
2503555;PB;Cacimbas;Centro Local
4312625;RS;Muliterno;Centro Local
1717206;TO;Piraqu�;Centro Local
2104628;MA;Governador Luiz Rocha;Centro Local
2310951;CE;Pires Ferreira;Centro Local
3145802;MG;On�a de Pitangui;Centro Local
4315453;RS;Relvado;Centro Local
2919108;BA;Lamar�o;Centro Local
2513158;PB;Santa Cec�lia;Centro Local
4204459;SC;Coronel Martins;Centro Local
2611533;PE;Quixaba;Centro Local
2203008;PI;Cristal�ndia do Piau�;Centro Local
4200754;SC;Alto Bela Vista;Centro Local
3554607;SP;Timburi;Centro Local
3117836;MG;C�nego Marinho;Centro Local
4318465;RS;S�o Jos� do Herval;Centro Local
5204607;GO;Campestre de Goi�s;Centro Local
3125309;MG;Faria Lemos;Centro Local
2100550;MA;Amap� do Maranh�o;Centro Local
4312005;RS;Mariano Moro;Centro Local
2922201;BA;Muniz Ferreira;Centro Local
2929354;BA;S�o Jos� da Vit�ria;Centro Local
1717008;TO;Pindorama do Tocantins;Centro Local
3515657;SP;Fern�o;Centro Local
3549607;SP;S�o Jos� do Barreiro;Centro Local
3549300;SP;S�o Jo�o do Pau d'Alho;Centro Local
2504702;PB;Congo;Centro Local
5214804;GO;Nova Aurora;Centro Local
2406205;RN;Lagoa d'Anta;Centro Local
1506906;PA;Santar�m Novo;Centro Local
2931103;BA;Tanquinho;Centro Local
2910776;BA;Feira da Mata;Centro Local
1720101;TO;S�o Bento do Tocantins;Centro Local
3117207;MG;Concei��o das Pedras;Centro Local
3168309;MG;Taquara�u de Minas;Centro Local
4213906;SC;Presidente Castello Branco;Centro Local
2201960;PI;Brasileira;Centro Local
3122108;MG;Divino das Laranjeiras;Centro Local
2703403;AL;Jacar� dos Homens;Centro Local
3140209;MG;Marip� de Minas;Centro Local
2502904;PB;Brejo dos Santos;Centro Local
4119251;PR;Pinhal de S�o Bento;Centro Local
3171907;MG;Virgol�ndia;Centro Local
2107258;MA;Nova Colinas;Centro Local
3144375;MG;Natal�ndia;Centro Local
4206751;SC;Ibiam;Centro Local
2202091;PI;Caldeir�o Grande do Piau�;Centro Local
3153707;MG;Quartel Geral;Centro Local
3555901;SP;Uru;Centro Local
2508802;PB;Malta;Centro Local
3110400;MG;Camacho;Centro Local
2411809;RN;S�o Fernando;Centro Local
1700251;TO;Abreul�ndia;Centro Local
2109239;MA;Presidente M�dici;Centro Local
2922854;BA;Nova Reden��o;Centro Local
2513307;PB;Santa Helena;Centro Local
3146750;MG;Palm�polis;Centro Local
3102407;MG;Alvorada de Minas;Centro Local
2509396;PB;Matur�ia;Centro Local
4215604;SC;Santa Rosa de Lima;Centro Local
2709004;AL;Tanque d'Arca;Centro Local
3501509;SP;Alvinl�ndia;Centro Local
3153103;MG;Presidente Bernardes;Centro Local
3112059;MG;Cantagalo;Centro Local
2201705;PI;Bertol�nia;Centro Local
2313708;CE;Umari;Centro Local
5220058;GO;S�o Jo�o da Para�na;Centro Local
4215687;SC;Santa Terezinha do Progresso;Centro Local
3549003;SP;S�o Francisco;Centro Local
3102506;MG;Amparo do Serra;Centro Local
3168200;MG;Tapira�;Centro Local
2404903;RN;Ita�;Centro Local
3112208;MG;Capela Nova;Centro Local
2503100;PB;Cabaceiras;Centro Local
3139250;MG;Mamonas;Centro Local
3116308;MG;Cipot�nea;Centro Local
3115201;MG;Concei��o da Barra de Minas;Centro Local
3148400;MG;Paulistas;Centro Local
2205854;PI;Madeiro;Centro Local
3138351;MG;Leme do Prado;Centro Local
2209104;PI;Santa Cruz do Piau�;Centro Local
3135456;MG;Jenipapo de Minas;Centro Local
4210209;SC;Major Gercino;Centro Local
3146206;MG;Ouro Verde de Minas;Centro Local
2919959;BA;Maetinga;Centro Local
2506608;PB;Ibiara;Centro Local
3126604;MG;Francisco Dumont;Centro Local
2705903;AL;Olho d'�gua Grande;Centro Local
5202809;GO;Avelin�polis;Centro Local
1717800;TO;Ponte Alta do Bom Jesus;Centro Local
2209401;PI;Santo Ant�nio de Lisboa;Centro Local
2513802;PB;Santa Teresinha;Centro Local
3127503;MG;Gonzaga;Centro Local
2206704;PI;Nazar� do Piau�;Centro Local
2200806;PI;Ant�nio Almeida;Centro Local
3108503;MG;Botumirim;Centro Local
5214903;GO;Nova Roma;Centro Local
2200251;PI;Alagoinha do Piau�;Centro Local
5212006;GO;Jaupaci;Centro Local
5209457;GO;Guarinos;Centro Local
5210307;GO;Israel�ndia;Centro Local
3105509;MG;Bar�o de Monte Alto;Centro Local
4208955;SC;Jardin�polis;Centro Local
2806503;SE;Santa Rosa de Lima;Centro Local
2202026;PI;Buriti dos Montes;Centro Local
4322186;RS;Tupanci do Sul;Centro Local
4210704;SC;Matos Costa;Centro Local
5209606;GO;Heitora�;Centro Local
2210201;PI;S�o Jos� do Piau�;Centro Local
3157401;MG;Santa Cruz do Escalvado;Centro Local
4124202;PR;Santo Ant�nio do Caiu�;Centro Local
3153202;MG;Presidente Juscelino;Centro Local
1714302;TO;Nazar�;Centro Local
3103207;MG;Ara�a�;Centro Local
2510402;PB;Olho d'�gua;Centro Local
2300606;CE;Altaneira;Centro Local
5221452;GO;Trombas;Centro Local
3105202;MG;Bandeira;Centro Local
3132602;MG;Itamarati de Minas;Centro Local
